Term , Document , Weight
experimental , 1090 , 1.0
experimental , 752 , 1.0
experimental , 1387 , 1.0
andindexing , 262 , 1.0
becomesevident , 1392 , 1.0
developedby , 243 , 1.0
developedby , 581 , 1.0
whatmay , 1266 , 1.0
firstphase , 1147 , 1.0
themiddle , 896 , 2.0
particularcompound , 671 , 1.0
intricate , 326 , 1.0
intricate , 1324 , 1.0
ct , 1362 , 1.0
ct , 150 , 3.0
ct , 813 , 1.0
ct , 726 , 2.0
stock , 840 , 1.0
stock , 1451 , 1.0
stock , 913 , 1.0
stock , 1170 , 1.0
stock , 1157 , 1.0
stock , 133 , 1.0
stock , 916 , 1.0
stock , 3 , 1.0
stock , 1253 , 3.0
stock , 449 , 1.0
preventive , 1249 , 1.0
preventive , 264 , 2.0
nursing , 87 , 1.0
nursing , 949 , 1.0
inventory , 515 , 1.0
inventory , 291 , 1.0
inventory , 186 , 1.0
inventory , 217 , 1.0
inventory , 330 , 1.0
inventory , 1451 , 1.0
inventory , 185 , 1.0
inventory , 17 , 1.0
inventory , 208 , 4.0
inventory , 391 , 2.0
inventory , 178 , 1.0
inventory , 1188 , 1.0
inventory , 1184 , 1.0
monitored , 580 , 4.0
monitored , 622 , 1.0
monitored , 406 , 1.0
costdifferential , 1417 , 1.0
doubled , 930 , 1.0
magnet , 557 , 1.0
costsinvolved , 490 , 1.0
associationapproached , 1394 , 1.0
politics , 1031 , 1.0
politics , 441 , 1.0
politics , 306 , 1.0
politics , 308 , 1.0
politics , 401 , 1.0
pacewith , 943 , 1.0
stellar , 938 , 1.0
negotiated , 78 , 1.0
byinformology , 1169 , 1.0
introducing , 1007 , 1.0
subjectfields , 755 , 1.0
subjectfields , 973 , 1.0
subjectfields , 203 , 1.0
subjectfields , 1075 , 1.0
enhancing , 1120 , 1.0
inferencein , 660 , 1.0
competingto , 607 , 1.0
alphabetical , 388 , 2.0
alphabetical , 798 , 1.0
alphabetical , 758 , 1.0
alphabetical , 825 , 2.0
alphabetical , 1395 , 2.0
alphabetical , 848 , 1.0
alphabetical , 1066 , 1.0
alphabetical , 259 , 1.0
alphabetical , 1448 , 1.0
alphabetical , 795 , 1.0
alphabetical , 189 , 1.0
alphabetical , 1326 , 1.0
alphabetical , 1222 , 1.0
alphabetical , 797 , 1.0
thebibliography , 38 , 1.0
humbler , 927 , 1.0
sprangup , 944 , 1.0
997 , 45 , 1.0
mitteilungen , 541 , 1.0
leastrestricted , 1016 , 1.0
officeof , 181 , 1.0
thepreparation , 677 , 1.0
thepreparation , 1008 , 1.0
thepreparation , 6 , 1.0
andon , 828 , 1.0
replica , 324 , 1.0
sci , 1114 , 1.0
sci , 635 , 2.0
sci , 113 , 2.0
topromote , 1239 , 1.0
mostfrequent , 521 , 1.0
encode , 682 , 1.0
butadded , 359 , 1.0
operatorsof , 327 , 1.0
backdrop , 1379 , 1.0
intelligent , 917 , 1.0
intelligent , 795 , 1.0
intelligent , 417 , 1.0
intelligent , 126 , 1.0
unsatisfactory , 806 , 1.0
unsatisfactory , 1425 , 1.0
unsatisfactory , 342 , 1.0
personnel , 307 , 1.0
personnel , 896 , 2.0
personnel , 721 , 1.0
personnel , 475 , 2.0
personnel , 1205 , 1.0
personnel , 1091 , 1.0
personnel , 186 , 1.0
personnel , 512 , 1.0
personnel , 231 , 1.0
personnel , 188 , 1.0
personnel , 339 , 1.0
personnel , 185 , 1.0
personnel , 923 , 1.0
personnel , 1099 , 1.0
personnel , 275 , 1.0
personnel , 1321 , 1.0
personnel , 1200 , 1.0
personnel , 27 , 1.0
personnel , 1015 , 1.0
teachable , 320 , 1.0
patents , 713 , 1.0
patents , 1108 , 2.0
patents , 770 , 1.0
patents , 722 , 1.0
patents , 1460 , 1.0
patents , 749 , 1.0
patents , 1396 , 1.0
thecitations , 613 , 1.0
selectivecompression , 716 , 1.0
thestandard , 1026 , 1.0
thestandard , 123 , 1.0
miniaturized , 129 , 1.0
tapes , 507 , 2.0
tapes , 1362 , 1.0
tapes , 836 , 1.0
tapes , 689 , 1.0
tapes , 164 , 5.0
tapes , 675 , 1.0
tapes , 450 , 1.0
tapes , 604 , 2.0
tapes , 1078 , 1.0
tapes , 866 , 2.0
tapes , 491 , 2.0
tapes , 731 , 1.0
tapes , 495 , 1.0
tapes , 940 , 1.0
tapes , 159 , 1.0
tapes , 1415 , 1.0
tapes , 820 , 1.0
tapes , 252 , 1.0
tapes , 126 , 1.0
tapes , 687 , 2.0
tapes , 145 , 1.0
tapes , 439 , 1.0
tapes , 467 , 2.0
tapes , 809 , 1.0
tapes , 1230 , 3.0
tapes , 1252 , 2.0
tapes , 857 , 1.0
tapes , 465 , 1.0
gremas , 689 , 4.0
fifties , 1148 , 1.0
beironic , 166 , 1.0
specialities , 1313 , 1.0
specialities , 1063 , 1.0
indications , 805 , 1.0
indications , 1274 , 2.0
booksmight , 624 , 1.0
faceted , 259 , 1.0
faceted , 151 , 1.0
faceted , 1259 , 1.0
faceted , 798 , 1.0
program , 45 , 1.0
program , 619 , 1.0
program , 153 , 1.0
program , 1424 , 1.0
program , 697 , 3.0
program , 223 , 1.0
program , 216 , 3.0
program , 332 , 1.0
program , 1208 , 2.0
program , 1328 , 1.0
program , 598 , 1.0
program , 1213 , 1.0
program , 1006 , 1.0
program , 990 , 1.0
program , 504 , 2.0
program , 1194 , 1.0
program , 320 , 3.0
program , 681 , 3.0
program , 273 , 1.0
program , 936 , 1.0
program , 692 , 1.0
program , 855 , 3.0
program , 727 , 1.0
program , 679 , 2.0
program , 217 , 1.0
program , 1427 , 1.0
program , 877 , 1.0
program , 888 , 1.0
program , 661 , 1.0
program , 94 , 1.0
program , 495 , 1.0
program , 279 , 1.0
program , 832 , 1.0
program , 367 , 2.0
program , 1415 , 2.0
program , 854 , 1.0
program , 511 , 4.0
program , 978 , 2.0
program , 680 , 3.0
program , 339 , 2.0
program , 910 , 1.0
program , 292 , 1.0
program , 1234 , 1.0
program , 479 , 1.0
program , 946 , 1.0
program , 1146 , 1.0
program , 1426 , 2.0
program , 698 , 1.0
program , 1264 , 1.0
program , 191 , 2.0
program , 1109 , 1.0
program , 75 , 1.0
program , 1073 , 3.0
program , 357 , 1.0
program , 311 , 3.0
program , 27 , 2.0
program , 849 , 2.0
program , 1358 , 5.0
program , 304 , 2.0
program , 1095 , 1.0
program , 493 , 2.0
program , 1349 , 1.0
program , 637 , 1.0
program , 581 , 5.0
program , 982 , 1.0
program , 288 , 1.0
program , 420 , 1.0
program , 715 , 1.0
program , 465 , 1.0
program , 1363 , 1.0
program , 358 , 4.0
experiencespertaining , 1414 , 1.0
organized , 310 , 1.0
organized , 1389 , 1.0
organized , 1216 , 1.0
organized , 135 , 1.0
organized , 9 , 1.0
organized , 578 , 1.0
organized , 843 , 1.0
organized , 917 , 1.0
organized , 1197 , 1.0
organized , 1185 , 1.0
organized , 322 , 1.0
organized , 249 , 1.0
organized , 376 , 1.0
organized , 412 , 1.0
organized , 838 , 1.0
organized , 129 , 1.0
organized , 1016 , 1.0
andmany , 229 , 1.0
recipientsof , 145 , 1.0
towork , 1455 , 1.0
scientificand , 151 , 1.0
scientificand , 327 , 1.0
scientificand , 1270 , 1.0
publicationsin , 1114 , 1.0
multifarious , 19 , 1.0
andsubsequently , 1216 , 1.0
sympathizing , 927 , 1.0
s , 858 , 1.0
s , 1441 , 1.0
s , 98 , 1.0
s , 113 , 2.0
s , 1182 , 1.0
s , 310 , 1.0
s , 169 , 1.0
s , 1401 , 1.0
s , 713 , 1.0
s , 302 , 1.0
s , 1389 , 1.0
s , 885 , 1.0
s , 735 , 1.0
s , 664 , 1.0
s , 142 , 2.0
s , 997 , 1.0
s , 147 , 1.0
s , 436 , 1.0
s , 1424 , 1.0
s , 1227 , 2.0
s , 777 , 1.0
s , 223 , 2.0
s , 541 , 2.0
s , 66 , 1.0
s , 89 , 1.0
s , 963 , 1.0
s , 84 , 3.0
s , 833 , 1.0
s , 638 , 1.0
s , 981 , 1.0
s , 1086 , 1.0
s , 170 , 1.0
s , 461 , 1.0
s , 1198 , 1.0
s , 19 , 1.0
s , 918 , 3.0
s , 896 , 4.0
s , 4 , 1.0
s , 121 , 1.0
s , 343 , 3.0
s , 598 , 1.0
s , 1003 , 1.0
s , 1001 , 1.0
s , 40 , 1.0
s , 1213 , 1.0
s , 1082 , 1.0
s , 373 , 1.0
s , 1299 , 1.0
s , 1219 , 1.0
s , 604 , 1.0
s , 716 , 1.0
s , 1020 , 2.0
s , 320 , 1.0
s , 1080 , 1.0
s , 1272 , 4.0
s , 181 , 2.0
s , 751 , 1.0
s , 44 , 1.0
s , 966 , 1.0
s , 492 , 1.0
s , 585 , 1.0
s , 407 , 1.0
s , 470 , 1.0
s , 298 , 1.0
s , 399 , 1.0
s , 773 , 2.0
s , 855 , 2.0
s , 588 , 1.0
s , 55 , 2.0
s , 1089 , 1.0
s , 821 , 1.0
s , 1017 , 1.0
s , 895 , 1.0
s , 460 , 1.0
s , 123 , 3.0
s , 37 , 1.0
s , 1215 , 3.0
s , 107 , 1.0
s , 217 , 1.0
s , 1427 , 1.0
s , 46 , 3.0
s , 206 , 1.0
s , 255 , 1.0
s , 296 , 2.0
s , 1425 , 2.0
s , 606 , 1.0
s , 1028 , 1.0
s , 973 , 2.0
s , 816 , 2.0
s , 253 , 2.0
s , 1145 , 1.0
s , 94 , 1.0
s , 306 , 1.0
s , 426 , 1.0
s , 1067 , 1.0
s , 832 , 2.0
s , 367 , 1.0
s , 850 , 1.0
s , 665 , 2.0
s , 634 , 1.0
s , 159 , 1.0
s , 1114 , 1.0
s , 1432 , 1.0
s , 522 , 1.0
s , 144 , 1.0
s , 703 , 3.0
s , 742 , 1.0
s , 1034 , 2.0
s , 237 , 1.0
s , 1066 , 1.0
s , 1271 , 2.0
s , 1063 , 1.0
s , 1415 , 3.0
s , 76 , 1.0
s , 909 , 1.0
s , 1085 , 1.0
s , 967 , 1.0
s , 138 , 1.0
s , 989 , 1.0
s , 54 , 1.0
s , 628 , 2.0
s , 188 , 1.0
s , 1201 , 1.0
s , 561 , 1.0
s , 1110 , 2.0
s , 935 , 2.0
s , 213 , 1.0
s , 1056 , 1.0
s , 285 , 1.0
s , 505 , 1.0
s , 1443 , 1.0
s , 921 , 1.0
s , 364 , 1.0
s , 1335 , 1.0
s , 472 , 1.0
s , 1229 , 2.0
s , 808 , 1.0
s , 1037 , 1.0
s , 252 , 2.0
s , 645 , 1.0
s , 1009 , 1.0
s , 137 , 1.0
s , 1314 , 2.0
s , 923 , 1.0
s , 49 , 1.0
s , 1309 , 1.0
s , 979 , 1.0
s , 126 , 2.0
s , 1360 , 1.0
s , 1157 , 1.0
s , 938 , 3.0
s , 785 , 1.0
s , 140 , 1.0
s , 878 , 1.0
s , 912 , 2.0
s , 1426 , 1.0
s , 864 , 1.0
s , 180 , 1.0
s , 799 , 1.0
s , 25 , 1.0
s , 208 , 2.0
s , 47 , 1.0
s , 647 , 1.0
s , 391 , 1.0
s , 102 , 1.0
s , 31 , 1.0
s , 622 , 1.0
s , 463 , 1.0
s , 191 , 1.0
s , 1149 , 1.0
s , 625 , 2.0
s , 1450 , 1.0
s , 58 , 2.0
s , 477 , 2.0
s , 916 , 2.0
s , 264 , 1.0
s , 795 , 1.0
s , 879 , 1.0
s , 546 , 1.0
s , 1244 , 1.0
s , 1392 , 1.0
s , 517 , 2.0
s , 115 , 1.0
s , 1368 , 1.0
s , 195 , 1.0
s , 1051 , 1.0
s , 156 , 4.0
s , 452 , 2.0
s , 1315 , 1.0
s , 630 , 2.0
s , 354 , 1.0
s , 1321 , 1.0
s , 1200 , 1.0
s , 1076 , 1.0
s , 260 , 1.0
s , 1418 , 2.0
s , 1358 , 1.0
s , 1159 , 1.0
s , 1388 , 1.0
s , 238 , 1.0
s , 1381 , 4.0
s , 1416 , 2.0
s , 81 , 4.0
s , 611 , 1.0
s , 1353 , 1.0
s , 976 , 1.0
s , 1095 , 1.0
s , 1375 , 1.0
s , 633 , 1.0
s , 282 , 1.0
s , 778 , 2.0
s , 947 , 2.0
s , 986 , 1.0
s , 395 , 1.0
s , 846 , 1.0
s , 1349 , 1.0
s , 92 , 1.0
s , 412 , 1.0
s , 655 , 2.0
s , 1369 , 1.0
s , 438 , 1.0
s , 464 , 2.0
s , 247 , 1.0
s , 319 , 3.0
s , 258 , 1.0
s , 154 , 1.0
s , 581 , 1.0
s , 648 , 1.0
s , 220 , 1.0
s , 994 , 1.0
s , 660 , 1.0
s , 143 , 1.0
s , 818 , 2.0
s , 222 , 1.0
s , 496 , 1.0
s , 207 , 1.0
s , 288 , 1.0
s , 897 , 1.0
s , 607 , 2.0
s , 129 , 1.0
s , 29 , 1.0
s , 1124 , 1.0
s , 384 , 1.0
s , 168 , 1.0
s , 105 , 1.0
s , 555 , 1.0
s , 684 , 1.0
s , 232 , 1.0
s , 150 , 1.0
s , 3 , 1.0
s , 1021 , 1.0
s , 1327 , 1.0
s , 1322 , 1.0
s , 74 , 1.0
s , 800 , 4.0
s , 226 , 1.0
s , 172 , 2.0
s , 406 , 1.0
s , 1130 , 1.0
s , 1000 , 1.0
s , 1032 , 1.0
s , 740 , 1.0
s , 1090 , 2.0
s , 449 , 1.0
s , 640 , 1.0
s , 726 , 1.0
s , 786 , 1.0
s , 1050 , 1.0
s , 1311 , 3.0
s , 693 , 1.0
s , 766 , 2.0
s , 327 , 1.0
s , 1363 , 1.0
s , 1258 , 1.0
s , 803 , 1.0
s , 161 , 1.0
s , 513 , 1.0
s , 1291 , 1.0
s , 1396 , 2.0
s , 358 , 1.0
s , 239 , 1.0
inquestion , 662 , 1.0
increases , 217 , 1.0
increases , 1256 , 1.0
increases , 108 , 3.0
increases , 560 , 1.0
increases , 831 , 1.0
saegis , 170 , 1.0
ofsome , 1430 , 1.0
ofsome , 825 , 1.0
ofsome , 1246 , 1.0
ofsome , 123 , 1.0
ofsome , 416 , 1.0
perifused , 697 , 1.0
network , 310 , 1.0
network , 169 , 1.0
network , 1362 , 1.0
network , 885 , 3.0
network , 997 , 2.0
network , 1198 , 4.0
network , 1171 , 5.0
network , 955 , 3.0
network , 320 , 1.0
network , 15 , 1.0
network , 212 , 1.0
network , 602 , 3.0
network , 884 , 1.0
network , 679 , 1.0
network , 1367 , 1.0
network , 854 , 3.0
network , 707 , 1.0
network , 80 , 1.0
network , 1146 , 1.0
network , 191 , 1.0
network , 1149 , 1.0
network , 916 , 1.0
network , 214 , 3.0
network , 972 , 2.0
network , 109 , 1.0
network , 1342 , 1.0
network , 1416 , 3.0
network , 97 , 1.0
network , 218 , 5.0
network , 105 , 1.0
network , 1285 , 1.0
network , 684 , 2.0
network , 211 , 2.0
network , 654 , 3.0
network , 1011 , 1.0
network , 119 , 4.0
network , 529 , 2.0
maybe , 818 , 1.0
maybe , 745 , 1.0
maybe , 477 , 1.0
economists , 436 , 1.0
economists , 1238 , 1.0
economists , 1148 , 1.0
economists , 954 , 1.0
economists , 357 , 1.0
economists , 1025 , 1.0
find , 388 , 1.0
find , 1227 , 1.0
find , 84 , 1.0
find , 324 , 1.0
find , 19 , 1.0
find , 1216 , 1.0
find , 100 , 1.0
find , 343 , 1.0
find , 1202 , 1.0
find , 236 , 1.0
find , 492 , 1.0
find , 262 , 1.0
find , 224 , 1.0
find , 217 , 1.0
find , 1427 , 1.0
find , 46 , 1.0
find , 949 , 1.0
find , 973 , 1.0
find , 816 , 2.0
find , 1145 , 3.0
find , 1265 , 1.0
find , 548 , 1.0
find , 932 , 1.0
find , 1411 , 1.0
find , 898 , 1.0
find , 568 , 1.0
find , 6 , 1.0
find , 957 , 1.0
find , 383 , 1.0
find , 490 , 1.0
find , 1371 , 1.0
find , 656 , 1.0
find , 1203 , 1.0
find , 554 , 1.0
find , 1392 , 1.0
find , 1200 , 1.0
find , 1252 , 1.0
find , 1414 , 1.0
find , 1332 , 1.0
find , 160 , 1.0
find , 1266 , 1.0
find , 258 , 1.0
find , 933 , 1.0
find , 114 , 1.0
find , 1090 , 1.0
find , 1151 , 1.0
find , 811 , 1.0
find , 239 , 1.0
thestructures , 708 , 1.0
errorsand , 1073 , 1.0
thatmake , 168 , 1.0
philosophic , 557 , 1.0
neighbor , 94 , 1.0
neighbor , 890 , 1.0
viz , 1380 , 1.0
viz , 1416 , 1.0
viz , 747 , 1.0
documentationprofession , 54 , 1.0
aural , 352 , 1.0
schools , 929 , 1.0
schools , 598 , 1.0
schools , 556 , 1.0
schools , 1150 , 1.0
schools , 356 , 1.0
schools , 1248 , 1.0
schools , 832 , 1.0
schools , 1457 , 1.0
schools , 924 , 1.0
schools , 923 , 1.0
schools , 409 , 1.0
schools , 17 , 1.0
schools , 122 , 1.0
schools , 230 , 1.0
schools , 1275 , 1.0
schools , 1450 , 1.0
schools , 891 , 1.0
schools , 1065 , 1.0
schools , 558 , 1.0
schools , 1049 , 1.0
schools , 171 , 2.0
schools , 1135 , 1.0
schools , 355 , 1.0
schools , 1423 , 4.0
of285 , 52 , 1.0
contentrelevance , 447 , 1.0
implicationsfor , 1039 , 1.0
tracethe , 404 , 1.0
fusion , 1233 , 1.0
heading , 504 , 1.0
heading , 919 , 1.0
heading , 212 , 1.0
heading , 1215 , 3.0
heading , 1415 , 5.0
heading , 666 , 1.0
heading , 38 , 1.0
business , 436 , 1.0
business , 1219 , 3.0
business , 1205 , 1.0
business , 236 , 1.0
business , 1183 , 1.0
business , 1150 , 2.0
business , 227 , 2.0
business , 1209 , 1.0
business , 1186 , 1.0
business , 1451 , 1.0
business , 340 , 1.0
business , 403 , 1.0
business , 1415 , 1.0
business , 1325 , 1.0
business , 17 , 1.0
business , 122 , 1.0
business , 151 , 2.0
business , 1408 , 1.0
business , 249 , 1.0
business , 528 , 1.0
business , 1449 , 1.0
business , 1357 , 1.0
business , 947 , 1.0
business , 435 , 1.0
business , 1188 , 1.0
julius , 1206 , 1.0
hasincreased , 1460 , 1.0
menial , 664 , 1.0
operand , 745 , 3.0
announce , 933 , 1.0
losing , 412 , 1.0
crowley , 470 , 1.0
winner , 1200 , 1.0
elucidated , 1156 , 1.0
elucidated , 787 , 1.0
noblesse , 88 , 2.0
satisfactorilyresolved , 737 , 1.0
liberties , 229 , 1.0
ifintended , 405 , 1.0
forceful , 237 , 1.0
guided , 242 , 1.0
guided , 500 , 1.0
guided , 21 , 1.0
guided , 1045 , 1.0
guided , 354 , 1.0
resemblance , 634 , 1.0
ultimately , 918 , 1.0
ultimately , 314 , 1.0
ultimately , 761 , 1.0
ultimately , 1449 , 1.0
ultimately , 1236 , 1.0
ultimately , 1124 , 1.0
underconsideration , 198 , 1.0
factual , 918 , 1.0
factual , 320 , 2.0
factual , 1453 , 1.0
factual , 1254 , 1.0
factual , 408 , 1.0
factual , 1321 , 1.0
bothhelpful , 657 , 1.0
workedside , 359 , 1.0
greatestduplication , 981 , 1.0
utilizescathode , 997 , 1.0
descriptivequestions , 306 , 1.0
reflectthe , 461 , 1.0
support , 619 , 1.0
support , 182 , 2.0
support , 1424 , 1.0
support , 985 , 1.0
support , 1080 , 2.0
support , 385 , 1.0
support , 466 , 1.0
support , 351 , 1.0
support , 392 , 1.0
support , 22 , 1.0
support , 163 , 1.0
support , 1346 , 1.0
support , 884 , 3.0
support , 1407 , 1.0
support , 174 , 1.0
support , 1384 , 1.0
support , 928 , 1.0
support , 1153 , 1.0
support , 661 , 1.0
support , 1145 , 1.0
support , 903 , 1.0
support , 16 , 1.0
support , 426 , 1.0
support , 1114 , 1.0
support , 1345 , 1.0
support , 1372 , 1.0
support , 108 , 1.0
support , 946 , 1.0
support , 1331 , 1.0
support , 1354 , 1.0
support , 17 , 1.0
support , 658 , 1.0
support , 58 , 3.0
support , 257 , 1.0
support , 564 , 1.0
support , 338 , 1.0
support , 637 , 1.0
support , 427 , 1.0
support , 359 , 1.0
support , 752 , 1.0
support , 709 , 1.0
support , 1113 , 1.0
somebranches , 1350 , 1.0
reasonablelimits , 1255 , 1.0
produce , 874 , 1.0
produce , 67 , 1.0
produce , 324 , 1.0
produce , 486 , 1.0
produce , 556 , 1.0
produce , 201 , 1.0
produce , 236 , 1.0
produce , 186 , 1.0
produce , 1346 , 1.0
produce , 545 , 1.0
produce , 932 , 1.0
produce , 533 , 1.0
produce , 108 , 1.0
produce , 80 , 1.0
produce , 252 , 1.0
produce , 957 , 1.0
produce , 1196 , 1.0
produce , 1203 , 1.0
produce , 102 , 3.0
produce , 64 , 1.0
produce , 389 , 1.0
produce , 308 , 1.0
produce , 880 , 1.0
produce , 600 , 1.0
produce , 1252 , 1.0
produce , 748 , 1.0
produce , 1456 , 1.0
produce , 1363 , 2.0
surprisingly , 280 , 1.0
surprisingly , 636 , 1.0
surprisingly , 351 , 1.0
toolto , 113 , 1.0
totalnumber , 1451 , 1.0
totalnumber , 744 , 1.0
whichoffered , 598 , 1.0
deviation , 1124 , 1.0
whetherhe , 816 , 1.0
services , 507 , 1.0
services , 169 , 1.0
services , 1362 , 1.0
services , 153 , 1.0
services , 182 , 1.0
services , 589 , 2.0
services , 12 , 1.0
services , 66 , 2.0
services , 822 , 1.0
services , 216 , 4.0
services , 1390 , 1.0
services , 307 , 1.0
services , 1430 , 1.0
services , 580 , 6.0
services , 1221 , 1.0
services , 295 , 2.0
services , 743 , 3.0
services , 1078 , 1.0
services , 717 , 1.0
services , 141 , 3.0
services , 1397 , 1.0
services , 33 , 1.0
services , 908 , 1.0
services , 739 , 1.0
services , 936 , 1.0
services , 692 , 1.0
services , 186 , 2.0
services , 250 , 1.0
services , 588 , 1.0
services , 512 , 2.0
services , 1192 , 1.0
services , 303 , 1.0
services , 639 , 2.0
services , 429 , 1.0
services , 37 , 1.0
services , 776 , 1.0
services , 646 , 1.0
services , 217 , 4.0
services , 657 , 1.0
services , 728 , 2.0
services , 949 , 1.0
services , 816 , 1.0
services , 1248 , 4.0
services , 500 , 2.0
services , 1256 , 2.0
services , 330 , 2.0
services , 1378 , 2.0
services , 900 , 1.0
services , 353 , 2.0
services , 1367 , 3.0
services , 375 , 7.0
services , 984 , 1.0
services , 854 , 1.0
services , 967 , 1.0
services , 138 , 1.0
services , 127 , 1.0
services , 792 , 3.0
services , 1110 , 1.0
services , 935 , 1.0
services , 202 , 1.0
services , 248 , 1.0
services , 1356 , 1.0
services , 364 , 1.0
services , 32 , 1.0
services , 252 , 1.0
services , 645 , 1.0
services , 1376 , 3.0
services , 979 , 1.0
services , 126 , 2.0
services , 241 , 1.0
services , 490 , 3.0
services , 300 , 2.0
services , 140 , 1.0
services , 582 , 2.0
services , 1203 , 1.0
services , 17 , 1.0
services , 771 , 1.0
services , 208 , 2.0
services , 823 , 1.0
services , 622 , 2.0
services , 842 , 1.0
services , 95 , 1.0
services , 145 , 2.0
services , 879 , 1.0
services , 730 , 1.0
services , 1368 , 5.0
services , 376 , 4.0
services , 723 , 4.0
services , 156 , 1.0
services , 760 , 2.0
services , 293 , 3.0
services , 1076 , 1.0
services , 1353 , 1.0
services , 1095 , 1.0
services , 1375 , 1.0
services , 1370 , 1.0
services , 482 , 1.0
services , 187 , 1.0
services , 846 , 1.0
services , 235 , 1.0
services , 1239 , 2.0
services , 696 , 2.0
services , 942 , 1.0
services , 258 , 1.0
services , 1105 , 1.0
services , 597 , 1.0
services , 535 , 1.0
services , 218 , 1.0
services , 1059 , 1.0
services , 272 , 1.0
services , 496 , 1.0
services , 207 , 1.0
services , 555 , 1.0
services , 547 , 1.0
services , 722 , 1.0
services , 150 , 1.0
services , 1253 , 1.0
services , 828 , 1.0
services , 839 , 4.0
services , 584 , 2.0
services , 774 , 1.0
services , 131 , 1.0
services , 465 , 1.0
services , 629 , 3.0
services , 161 , 1.0
services , 1396 , 3.0
services , 358 , 1.0
vacations , 774 , 1.0
undergraduateinformation , 462 , 1.0
expendituresfor , 391 , 1.0
arenow , 1016 , 1.0
vaster , 1349 , 1.0
subtitle , 1048 , 1.0
channels , 624 , 1.0
channels , 398 , 2.0
channels , 112 , 1.0
channels , 1077 , 1.0
channels , 21 , 1.0
channels , 658 , 3.0
channels , 102 , 1.0
channels , 130 , 1.0
channels , 926 , 1.0
ontheir , 1173 , 1.0
ontheir , 128 , 1.0
evaluationstudies , 762 , 1.0
differences , 89 , 1.0
differences , 313 , 3.0
differences , 580 , 1.0
differences , 523 , 1.0
differences , 475 , 1.0
differences , 486 , 1.0
differences , 104 , 1.0
differences , 802 , 1.0
differences , 392 , 1.0
differences , 50 , 1.0
differences , 217 , 1.0
differences , 816 , 1.0
differences , 155 , 1.0
differences , 35 , 1.0
differences , 873 , 1.0
differences , 1189 , 1.0
differences , 1136 , 1.0
differences , 339 , 2.0
differences , 642 , 1.0
differences , 202 , 1.0
differences , 1454 , 1.0
differences , 676 , 1.0
differences , 532 , 1.0
differences , 96 , 1.0
differences , 1418 , 1.0
differences , 1297 , 1.0
differences , 70 , 2.0
differences , 778 , 1.0
differences , 294 , 1.0
differences , 1188 , 2.0
differences , 342 , 2.0
differences , 1363 , 1.0
differences , 417 , 1.0
differences , 1140 , 1.0
managers , 1035 , 1.0
managers , 418 , 1.0
managers , 1219 , 1.0
managers , 959 , 1.0
managers , 1183 , 1.0
managers , 1407 , 1.0
managers , 639 , 1.0
managers , 279 , 1.0
managers , 1360 , 1.0
managers , 1062 , 1.0
managers , 1038 , 1.0
managers , 1402 , 2.0
managers , 161 , 1.0
school , 844 , 1.0
school , 182 , 1.0
school , 223 , 1.0
school , 1317 , 1.0
school , 504 , 1.0
school , 556 , 1.0
school , 181 , 6.0
school , 217 , 3.0
school , 949 , 1.0
school , 1186 , 1.0
school , 5 , 1.0
school , 1378 , 1.0
school , 1189 , 1.0
school , 1245 , 2.0
school , 340 , 6.0
school , 1052 , 1.0
school , 1318 , 1.0
school , 1415 , 1.0
school , 924 , 1.0
school , 945 , 1.0
school , 1325 , 1.0
school , 80 , 1.0
school , 1152 , 2.0
school , 923 , 1.0
school , 6 , 1.0
school , 957 , 3.0
school , 17 , 1.0
school , 151 , 2.0
school , 1408 , 1.0
school , 405 , 1.0
school , 1455 , 1.0
school , 891 , 1.0
school , 937 , 1.0
school , 338 , 1.0
school , 597 , 1.0
school , 897 , 1.0
school , 240 , 1.0
school , 204 , 1.0
school , 930 , 1.0
school , 1007 , 1.0
school , 1247 , 1.0
school , 370 , 1.0
school , 1393 , 1.0
makedecisions , 1204 , 1.0
toorarefied , 1314 , 1.0
underscored , 403 , 1.0
referred , 381 , 1.0
referred , 287 , 1.0
referred , 1107 , 1.0
referred , 274 , 1.0
referred , 1244 , 1.0
referred , 797 , 1.0
referred , 131 , 1.0
referred , 671 , 1.0
dependable , 1432 , 1.0
dependable , 10 , 1.0
thesuccess , 514 , 1.0
findingthat , 224 , 1.0
thebibliographical , 323 , 1.0
conditions , 664 , 1.0
conditions , 1340 , 1.0
conditions , 593 , 1.0
conditions , 762 , 2.0
conditions , 1115 , 1.0
conditions , 104 , 1.0
conditions , 639 , 1.0
conditions , 761 , 1.0
conditions , 1186 , 2.0
conditions , 951 , 1.0
conditions , 665 , 1.0
conditions , 1063 , 1.0
conditions , 1345 , 1.0
conditions , 1201 , 1.0
conditions , 43 , 1.0
conditions , 278 , 1.0
conditions , 625 , 1.0
conditions , 571 , 1.0
conditions , 430 , 1.0
conditions , 1159 , 1.0
conditions , 1044 , 1.0
conditions , 1330 , 1.0
conditions , 160 , 1.0
conditions , 748 , 1.0
conditions , 247 , 1.0
conditions , 1054 , 1.0
conditions , 971 , 1.0
conditions , 1184 , 1.0
conditions , 1423 , 1.0
conditions , 1113 , 1.0
knowing , 668 , 1.0
knowing , 6 , 1.0
froman , 1286 , 1.0
false , 947 , 1.0
false , 68 , 2.0
false , 1091 , 1.0
habituated , 385 , 1.0
administrativerelationships , 1236 , 1.0
